"GFH05524"	"HaLaN_00001"
"GFH06132"	"HaLaN_00711"
"GFH06133"	"HaLaN_00712"
"GFH06134"	"HaLaN_00713"
"GFH06135"	"HaLaN_00714"
"GFH06136"	"HaLaN_00715"
"GFH06137"	"HaLaN_00716"
"GFH06138"	"HaLaN_00717"
"GFH06139"	"HaLaN_00718"
"GFH06140"	"HaLaN_00719"
"GFH06141"	"HaLaN_00720"
"GFH06142"	"HaLaN_00721"
"GFH06143"	"HaLaN_00722"
"GFH06144"	"HaLaN_00723"
"GFH06145"	"HaLaN_00724"
"GFH06146"	"HaLaN_00725"
"GFH06147"	"HaLaN_00726"
"GFH06148"	"HaLaN_00727"
"HaLaN_00729"	"HaLaN_00728"
"GFH06149"	"HaLaN_00729"
"GFH06150"	"HaLaN_00730"
"GFH06151"	"HaLaN_00731"
"GFH06152"	"HaLaN_00732"
"GFH06153"	"HaLaN_00733"
"GFH06154"	"HaLaN_00734"
"HaLaN_00736"	"HaLaN_00735"
"GFH06155"	"HaLaN_00736"
"GFH06156"	"HaLaN_00737"
"HaLaN_00739"	"HaLaN_00738"
"GFH06157"	"HaLaN_00739"
"GFH06158"	"HaLaN_00740"
"HaLaN_00742"	"HaLaN_00741"
"GFH06159"	"HaLaN_00742"
"GFH06160"	"HaLaN_00743"
"GFH06161"	"HaLaN_00744"
"GFH06162"	"HaLaN_00745"
"HaLaN_00747"	"HaLaN_00746"
"HaLaN_00748"	"HaLaN_00747"
"GFH06163"	"HaLaN_00748"
"GFH06164"	"HaLaN_00749"
"GFH06165"	"HaLaN_00750"
"GFH06166"	"HaLaN_00751"
"GFH06167"	"HaLaN_00752"
"GFH06168"	"HaLaN_00753"
"GFH06169"	"HaLaN_00754"
"GFH06170"	"HaLaN_00755"
"GFH06171"	"HaLaN_00756"
"GFH06172"	"HaLaN_00757"
"GFH06173"	"HaLaN_00758"
"GFH06174"	"HaLaN_00759"
"GFH06175"	"HaLaN_00760"
"GFH06176"	"HaLaN_00761"
"HaLaN_00763"	"HaLaN_00762"
"GFH06177"	"HaLaN_00763"
"HaLaN_00765"	"HaLaN_00764"
"GFH06178"	"HaLaN_00765"
"GFH06179"	"HaLaN_00766"
"GFH06180"	"HaLaN_00767"
"GFH06181"	"HaLaN_00768"
"HaLaN_00770"	"HaLaN_00769"
"GFH06182"	"HaLaN_00770"
"HaLaN_00772"	"HaLaN_00771"
"HaLaN_00773"	"HaLaN_00772"
"GFH06183"	"HaLaN_00773"
"GFH06184"	"HaLaN_00774"
"GFH06185"	"HaLaN_00775"
"GFH06186"	"HaLaN_00776"
"GFH06187"	"HaLaN_00777"
"GFH06188"	"HaLaN_00778"
"GFH06189"	"HaLaN_00779"
"GFH06190"	"HaLaN_00780"
"GFH06191"	"HaLaN_00781"
"GFH06192"	"HaLaN_00782"
"GFH06193"	"HaLaN_00783"
"GFH06194"	"HaLaN_00784"
"GFH06195"	"HaLaN_00785"
"GFH06196"	"HaLaN_00786"
"GFH06197"	"HaLaN_00787"
"GFH06198"	"HaLaN_00788"
"GFH06199"	"HaLaN_00789"
"GFH06200"	"HaLaN_00790"
"GFH06201"	"HaLaN_00791"
"GFH06202"	"HaLaN_00792"
"HaLaN_00794"	"HaLaN_00793"
"GFH06203"	"HaLaN_00794"
"GFH06204"	"HaLaN_00795"
"HaLaN_00797"	"HaLaN_00796"
"GFH06205"	"HaLaN_00797"
"GFH06206"	"HaLaN_00798"
"HaLaN_00800"	"HaLaN_00799"
"GFH06207"	"HaLaN_00800"
"GFH06208"	"HaLaN_00801"
"GFH06209"	"HaLaN_00802"
"GFH06210"	"HaLaN_00803"
"GFH06211"	"HaLaN_00804"
"HaLaN_00806"	"HaLaN_00805"
"GFH06212"	"HaLaN_00806"
"GFH06213"	"HaLaN_00807"
"GFH06214"	"HaLaN_00808"
"HaLaN_00810"	"HaLaN_00809"
"GFH06215"	"HaLaN_00810"
"GFH06216"	"HaLaN_00811"
"GFH06217"	"HaLaN_00812"
"GFH06218"	"HaLaN_00813"
"GFH06219"	"HaLaN_00814"
"HaLaN_00816"	"HaLaN_00815"
"GFH06220"	"HaLaN_00816"
"GFH06221"	"HaLaN_00817"
"GFH06222"	"HaLaN_00818"
"GFH06223"	"HaLaN_00819"
"GFH06224"	"HaLaN_00820"
"GFH06225"	"HaLaN_00821"
"GFH06226"	"HaLaN_00822"
"GFH06227"	"HaLaN_00823"
"GFH06228"	"HaLaN_00824"
"GFH06229"	"HaLaN_00825"
"GFH06230"	"HaLaN_00826"
"GFH06231"	"HaLaN_00827"
"GFH06232"	"HaLaN_00828"
"GFH06233"	"HaLaN_00829"
"GFH06234"	"HaLaN_00830"
"GFH06235"	"HaLaN_00831"
"GFH06236"	"HaLaN_00832"
"HaLaN_00834"	"HaLaN_00833"
"GFH06237"	"HaLaN_00834"
"GFH06238"	"HaLaN_00835"
"HaLaN_00837"	"HaLaN_00836"
"HaLaN_00838"	"HaLaN_00837"
"GFH06239"	"HaLaN_00838"
"GFH06240"	"HaLaN_00839"
"GFH06241"	"HaLaN_00840"
"GFH06242"	"HaLaN_00841"
"GFH06243"	"HaLaN_00842"
"GFH06244"	"HaLaN_00843"
"GFH06245"	"HaLaN_00844"
"GFH06246"	"HaLaN_00845"
"GFH06247"	"HaLaN_00846"
"GFH06248"	"HaLaN_00847"
"HaLaN_00849"	"HaLaN_00848"
"GFH06249"	"HaLaN_00849"
"GFH06250"	"HaLaN_00850"
"GFH06251"	"HaLaN_00851"
"GFH06252"	"HaLaN_00852"
"GFH06253"	"HaLaN_00853"
"HaLaN_00855"	"HaLaN_00854"
"GFH06254"	"HaLaN_00855"
"GFH06255"	"HaLaN_00856"
"GFH06256"	"HaLaN_00857"
"GFH06257"	"HaLaN_00858"
"GFH06258"	"HaLaN_00859"
"HaLaN_00861"	"HaLaN_00860"
"GFH06259"	"HaLaN_00861"
"GFH06260"	"HaLaN_00862"
"GFH06261"	"HaLaN_00863"
"GFH06262"	"HaLaN_00864"
"GFH06263"	"HaLaN_00865"
"GFH06264"	"HaLaN_00866"
"GFH06265"	"HaLaN_00867"
"GFH06266"	"HaLaN_00868"
"HaLaN_00870"	"HaLaN_00869"
"GFH06267"	"HaLaN_00870"
"HaLaN_00872"	"HaLaN_00871"
"GFH06268"	"HaLaN_00872"
"GFH06269"	"HaLaN_00873"
"GFH06270"	"HaLaN_00874"
"GFH06271"	"HaLaN_00875"
"GFH06272"	"HaLaN_00876"
"GFH06273"	"HaLaN_00877"
"GFH06274"	"HaLaN_00878"
"HaLaN_00880"	"HaLaN_00879"
"GFH06275"	"HaLaN_00880"
"GFH06276"	"HaLaN_00881"
"GFH06277"	"HaLaN_00882"
"GFH06278"	"HaLaN_00883"
"GFH06279"	"HaLaN_00884"
"GFH06280"	"HaLaN_00885"
"GFH06281"	"HaLaN_00886"
"GFH06282"	"HaLaN_00887"
"GFH06283"	"HaLaN_00888"
"GFH06284"	"HaLaN_00889"
"GFH06285"	"HaLaN_00890"
"HaLaN_00892"	"HaLaN_00891"
"HaLaN_00893"	"HaLaN_00892"
"GFH06286"	"HaLaN_00893"
"GFH06287"	"HaLaN_00894"
"GFH06288"	"HaLaN_00895"
"GFH06289"	"HaLaN_00896"
"GFH06290"	"HaLaN_00897"
"GFH06291"	"HaLaN_00898"
"GFH06292"	"HaLaN_00899"
"GFH06293"	"HaLaN_00900"
"GFH06294"	"HaLaN_00901"
"GFH06295"	"HaLaN_00902"
"GFH06296"	"HaLaN_00903"
"GFH06297"	"HaLaN_00904"
"GFH06298"	"HaLaN_00905"
"GFH06299"	"HaLaN_00906"
"GFH06300"	"HaLaN_00907"
"GFH06301"	"HaLaN_00908"
"GFH06302"	"HaLaN_00909"
"GFH06303"	"HaLaN_00910"
"GFH06304"	"HaLaN_00911"
"HaLaN_00913"	"HaLaN_00912"
"GFH06305"	"HaLaN_00913"
"HaLaN_00915"	"HaLaN_00914"
"GFH06306"	"HaLaN_00915"
"GFH06307"	"HaLaN_00916"
"GFH06308"	"HaLaN_00917"
"GFH06309"	"HaLaN_00918"
"GFH06310"	"HaLaN_00919"
"GFH06311"	"HaLaN_00920"
"HaLaN_00922"	"HaLaN_00921"
"GFH06312"	"HaLaN_00922"
"GFH06313"	"HaLaN_00923"
"GFH06314"	"HaLaN_00924"
"GFH06315"	"HaLaN_00925"
"GFH06316"	"HaLaN_00926"
"GFH06317"	"HaLaN_00927"
"GFH06318"	"HaLaN_00928"
"HaLaN_t00008"	"HaLaN_t00008"
"HaLaN_t00009"	"HaLaN_t00009"
"GFH06319"	"HaLaN_00929"
"GFH06320"	"HaLaN_00930"
"GFH06321"	"HaLaN_00931"
"GFH06322"	"HaLaN_00932"
"GFH06323"	"HaLaN_00933"
"GFH06324"	"HaLaN_00934"
"GFH06325"	"HaLaN_00935"
"GFH06326"	"HaLaN_00936"
"GFH06327"	"HaLaN_00937"
"HaLaN_t00010"	"HaLaN_00938"
"HaLaN_t00010"	"HaLaN_t00010"
"HaLaN_t00011"	"HaLaN_t00011"
"GFH06328"	"HaLaN_00939"
"HaLaN_t00012"	"HaLaN_t00012"
"GFH06329"	"HaLaN_00940"
"HaLaN_00942"	"HaLaN_00941"
"GFH06330"	"HaLaN_00942"
"GFH06331"	"HaLaN_00943"
"HaLaN_t00013"	"HaLaN_t00013"
"GFH06332"	"HaLaN_00944"
"GFH06333"	"HaLaN_00945"
"GFH06334"	"HaLaN_00946"
"HaLaN_00948"	"HaLaN_00947"
"GFH06335"	"HaLaN_00948"
"GFH06336"	"HaLaN_00949"
"GFH06337"	"HaLaN_00950"
"GFH06338"	"HaLaN_00951"
"GFH06339"	"HaLaN_00952"
"GFH06340"	"HaLaN_00953"
"GFH06341"	"HaLaN_00954"
"GFH06342"	"HaLaN_00955"
"HaLaN_00957"	"HaLaN_00956"
"GFH06343"	"HaLaN_00957"
"GFH06344"	"HaLaN_00958"
"HaLaN_00960"	"HaLaN_00959"
"GFH06345"	"HaLaN_00960"
"GFH06346"	"HaLaN_00961"
"GFH06347"	"HaLaN_00962"
"GFH06348"	"HaLaN_00963"
"HaLaN_00965"	"HaLaN_00964"
"GFH06349"	"HaLaN_00965"
"GFH06350"	"HaLaN_00966"
"GFH06351"	"HaLaN_00967"
"GFH06352"	"HaLaN_00968"
"GFH06353"	"HaLaN_00969"
"GFH06354"	"HaLaN_00970"
"GFH06355"	"HaLaN_00971"
"HaLaN_00973"	"HaLaN_00972"
"GFH06356"	"HaLaN_00973"
"GFH06357"	"HaLaN_00974"
"GFH06358"	"HaLaN_00975"
"GFH06359"	"HaLaN_00976"
"GFH06360"	"HaLaN_00977"
"GFH06361"	"HaLaN_00978"
"GFH06362"	"HaLaN_00979"
"GFH06363"	"HaLaN_00980"
"GFH06364"	"HaLaN_00981"
"GFH06365"	"HaLaN_00982"
"GFH06366"	"HaLaN_00983"
"GFH06367"	"HaLaN_00984"
"GFH06368"	"HaLaN_00985"
"GFH06369"	"HaLaN_00986"
"GFH06370"	"HaLaN_00987"
"GFH06371"	"HaLaN_00988"
"HaLaN_00990"	"HaLaN_00989"
"HaLaN_00991"	"HaLaN_00990"
"GFH06372"	"HaLaN_00991"
"HaLaN_t00014"	"HaLaN_t00014"
"GFH06373"	"HaLaN_00992"
"HaLaN_00994"	"HaLaN_00993"
"GFH06374"	"HaLaN_00994"
"GFH06375"	"HaLaN_00995"
"GFH06376"	"HaLaN_00996"
"GFH06377"	"HaLaN_00997"
"HaLaN_00999"	"HaLaN_00998"
"GFH06378"	"HaLaN_00999"
"GFH06379"	"HaLaN_01000"
"GFH06380"	"HaLaN_01001"
"GFH06381"	"HaLaN_01002"
"GFH06382"	"HaLaN_01003"
"GFH06383"	"HaLaN_01004"
"GFH06384"	"HaLaN_01005"
"GFH06385"	"HaLaN_01006"
"GFH06386"	"HaLaN_01007"
"GFH06387"	"HaLaN_01008"
"HaLaN_01010"	"HaLaN_01009"
"GFH06388"	"HaLaN_01010"
"GFH06389"	"HaLaN_01011"
"GFH06390"	"HaLaN_01012"
"GFH06391"	"HaLaN_01013"
"GFH06392"	"HaLaN_01014"
"GFH06393"	"HaLaN_01015"
"HaLaN_01017"	"HaLaN_01016"
"GFH06394"	"HaLaN_01017"
"GFH06395"	"HaLaN_01018"
"GFH06396"	"HaLaN_01019"
"GFH06397"	"HaLaN_01020"
"HaLaN_01022"	"HaLaN_01021"
"GFH06398"	"HaLaN_01022"
"GFH06399"	"HaLaN_01023"
"GFH06400"	"HaLaN_01024"
"HaLaN_01026"	"HaLaN_01025"
"GFH06401"	"HaLaN_01026"
"GFH06402"	"HaLaN_01027"
"HaLaN_01029"	"HaLaN_01028"
"HaLaN_01030"	"HaLaN_01029"
"GFH06403"	"HaLaN_01030"
"GFH06404"	"HaLaN_01031"
"GFH06405"	"HaLaN_01032"
"GFH06406"	"HaLaN_01033"
"GFH06407"	"HaLaN_01034"
"GFH06408"	"HaLaN_01035"
"GFH06409"	"HaLaN_01036"
"GFH06410"	"HaLaN_01037"
"GFH06411"	"HaLaN_01038"
"GFH06412"	"HaLaN_01039"
"GFH06413"	"HaLaN_01040"
"GFH06414"	"HaLaN_01041"
"GFH06415"	"HaLaN_01042"
"GFH06416"	"HaLaN_01043"
"GFH06417"	"HaLaN_01044"
"GFH06418"	"HaLaN_01045"
"GFH06419"	"HaLaN_01046"
"GFH06420"	"HaLaN_01047"
"GFH06421"	"HaLaN_01048"
"GFH06422"	"HaLaN_01049"
"GFH06423"	"HaLaN_01050"
"GFH06424"	"HaLaN_01051"
"HaLaN_01053"	"HaLaN_01052"
"GFH06425"	"HaLaN_01053"
"GFH06426"	"HaLaN_01054"
"GFH06427"	"HaLaN_01055"
"HaLaN_01057"	"HaLaN_01056"
"HaLaN_01058"	"HaLaN_01057"
"GFH06428"	"HaLaN_01058"
"GFH06429"	"HaLaN_01059"
"GFH06430"	"HaLaN_01060"
"GFH06431"	"HaLaN_01061"
"GFH06432"	"HaLaN_01062"
"GFH06433"	"HaLaN_01063"
"HaLaN_01065"	"HaLaN_01064"
"GFH06434"	"HaLaN_01065"
"GFH06435"	"HaLaN_01066"
"GFH06436"	"HaLaN_01067"
"GFH06437"	"HaLaN_01068"
"GFH06438"	"HaLaN_01069"
"GFH06439"	"HaLaN_01070"
"GFH06440"	"HaLaN_01071"
"GFH06441"	"HaLaN_01072"
"GFH06442"	"HaLaN_01073"
"GFH06443"	"HaLaN_01074"
"GFH06444"	"HaLaN_01075"
"GFH06445"	"HaLaN_01076"
"HaLaN_t00015"	"HaLaN_t00015"
"GFH06446"	"HaLaN_01077"
"GFH06447"	"HaLaN_01078"
"HaLaN_t00016"	"HaLaN_t00016"
"GFH06448"	"HaLaN_01079"
"GFH06449"	"HaLaN_01080"
"GFH06450"	"HaLaN_01081"
"GFH06451"	"HaLaN_01082"
"HaLaN_01084"	"HaLaN_01083"
"GFH06452"	"HaLaN_01084"
"GFH06453"	"HaLaN_01085"
"GFH06454"	"HaLaN_01086"
"GFH06455"	"HaLaN_01087"
"GFH06456"	"HaLaN_01088"
"GFH06457"	"HaLaN_01089"
"HaLaN_t00017"	"HaLaN_t00017"
"GFH06458"	"HaLaN_01090"
"GFH06459"	"HaLaN_01091"
"GFH06460"	"HaLaN_01092"
"HaLaN_01094"	"HaLaN_01093"
"GFH06461"	"HaLaN_01094"
"GFH06462"	"HaLaN_01095"
"GFH06463"	"HaLaN_01096"
"GFH06464"	"HaLaN_01097"
"GFH06465"	"HaLaN_01098"
"GFH06466"	"HaLaN_01099"
"GFH06467"	"HaLaN_01100"
"GFH06468"	"HaLaN_01101"
"HaLaN_01103"	"HaLaN_01102"
"GFH06469"	"HaLaN_01103"
"GFH06470"	"HaLaN_01104"
"HaLaN_01106"	"HaLaN_01105"
"HaLaN_01107"	"HaLaN_01106"
"GFH06471"	"HaLaN_01107"
"HaLaN_01109"	"HaLaN_01108"
"HaLaN_01110"	"HaLaN_01109"
"GFH06472"	"HaLaN_01110"
"HaLaN_01112"	"HaLaN_01111"
"GFH06473"	"HaLaN_01112"
"GFH06474"	"HaLaN_01113"
"HaLaN_01115"	"HaLaN_01114"
"HaLaN_01116"	"HaLaN_01115"
"GFH06475"	"HaLaN_01116"
"GFH06476"	"HaLaN_01117"
"GFH06477"	"HaLaN_01118"
"HaLaN_t00018"	"HaLaN_t00018"
"GFH06478"	"HaLaN_01119"
"GFH06479"	"HaLaN_01120"
"GFH06480"	"HaLaN_01121"
"HaLaN_t00019"	"HaLaN_t00019"
"HaLaN_01123"	"HaLaN_01122"
"GFH06481"	"HaLaN_01123"
"GFH06482"	"HaLaN_01124"
"GFH06483"	"HaLaN_01125"
"HaLaN_01127"	"HaLaN_01126"
"GFH06484"	"HaLaN_01127"
"GFH06485"	"HaLaN_01128"
"HaLaN_01130"	"HaLaN_01129"
"GFH06486"	"HaLaN_01130"
"GFH06487"	"HaLaN_01131"
"GFH06488"	"HaLaN_01132"
"GFH06489"	"HaLaN_01133"
"GFH06490"	"HaLaN_01134"
"GFH06491"	"HaLaN_01135"
"GFH06492"	"HaLaN_01136"
"GFH06493"	"HaLaN_01137"
"GFH06494"	"HaLaN_01138"
"HaLaN_01140"	"HaLaN_01139"
"GFH06495"	"HaLaN_01140"
"GFH06496"	"HaLaN_01141"
"GFH06497"	"HaLaN_01142"
"GFH06498"	"HaLaN_01143"
"GFH06499"	"HaLaN_01144"
"GFH06500"	"HaLaN_01145"
"GFH06501"	"HaLaN_01146"
"GFH06502"	"HaLaN_01147"
"GFH06503"	"HaLaN_01148"
"GFH06504"	"HaLaN_01149"
"GFH06505"	"HaLaN_01150"
"GFH06506"	"HaLaN_01151"
"GFH06507"	"HaLaN_01152"
"GFH06508"	"HaLaN_01153"
"GFH06509"	"HaLaN_01154"
"GFH06510"	"HaLaN_01155"
"GFH06511"	"HaLaN_01156"
"GFH06512"	"HaLaN_01157"
"GFH06513"	"HaLaN_01158"
"GFH06514"	"HaLaN_01159"
"GFH06515"	"HaLaN_01160"
"GFH06516"	"HaLaN_01161"
"GFH06517"	"HaLaN_01162"
"GFH06518"	"HaLaN_01163"
"GFH06519"	"HaLaN_01164"
"HaLaN_t00020"	"HaLaN_t00020"
"HaLaN_t00021"	"HaLaN_t00021"
"GFH06520"	"HaLaN_01165"
"GFH06521"	"HaLaN_01166"
"GFH06522"	"HaLaN_01167"
"GFH06523"	"HaLaN_01168"
"GFH06524"	"HaLaN_01169"
"GFH06525"	"HaLaN_01170"
"GFH06526"	"HaLaN_01171"
"GFH06527"	"HaLaN_01172"
"GFH06528"	"HaLaN_01173"
"GFH06529"	"HaLaN_01174"
"GFH06530"	"HaLaN_01175"
"GFH06531"	"HaLaN_01176"
"GFH06532"	"HaLaN_01177"
"GFH06533"	"HaLaN_01178"
"HaLaN_01180"	"HaLaN_01179"
"GFH06534"	"HaLaN_01180"
"GFH06535"	"HaLaN_01181"
"GFH06536"	"HaLaN_01182"
"HaLaN_01184"	"HaLaN_01183"
"GFH06537"	"HaLaN_01184"
"GFH06538"	"HaLaN_01185"
"GFH06539"	"HaLaN_01186"
"HaLaN_01188"	"HaLaN_01187"
"GFH06540"	"HaLaN_01188"
"GFH06541"	"HaLaN_01189"
"GFH06542"	"HaLaN_01190"
"GFH06543"	"HaLaN_01191"
"GFH06544"	"HaLaN_01192"
"GFH06545"	"HaLaN_01193"
"GFH06546"	"HaLaN_01194"
"GFH06547"	"HaLaN_01195"
"GFH06548"	"HaLaN_01196"
"HaLaN_01198"	"HaLaN_01197"
"GFH06549"	"HaLaN_01198"
"GFH06550"	"HaLaN_01199"
"GFH06551"	"HaLaN_01200"
"GFH06552"	"HaLaN_01201"
"GFH06553"	"HaLaN_01202"
"HaLaN_01204"	"HaLaN_01203"
"GFH06554"	"HaLaN_01204"
"GFH06555"	"HaLaN_01205"
"GFH06556"	"HaLaN_01206"
"GFH06557"	"HaLaN_01207"
"GFH06558"	"HaLaN_01208"
"HaLaN_01210"	"HaLaN_01209"
"GFH06559"	"HaLaN_01210"
"GFH06560"	"HaLaN_01211"
"GFH06561"	"HaLaN_01212"
"GFH06562"	"HaLaN_01213"
"GFH06563"	"HaLaN_01214"
"GFH06564"	"HaLaN_01215"
"GFH06565"	"HaLaN_01216"
"GFH06566"	"HaLaN_01217"
"GFH06567"	"HaLaN_01218"
"HaLaN_01220"	"HaLaN_01219"
"HaLaN_01221"	"HaLaN_01220"
"GFH06568"	"HaLaN_01221"
"GFH06569"	"HaLaN_01222"
"GFH06570"	"HaLaN_01223"
"GFH06571"	"HaLaN_01224"
"GFH06572"	"HaLaN_01225"
"GFH06573"	"HaLaN_01226"
"GFH06574"	"HaLaN_01227"
"GFH06575"	"HaLaN_01228"
"GFH06576"	"HaLaN_01229"
"GFH06577"	"HaLaN_01230"
"GFH06578"	"HaLaN_01231"
"GFH06579"	"HaLaN_01232"
"GFH06580"	"HaLaN_01233"
"HaLaN_01235"	"HaLaN_01234"
"GFH06581"	"HaLaN_01235"
"GFH06582"	"HaLaN_01236"
"GFH06583"	"HaLaN_01237"
"GFH06584"	"HaLaN_01238"
"GFH06585"	"HaLaN_01239"
"GFH06586"	"HaLaN_01240"
"GFH06587"	"HaLaN_01241"
"GFH06588"	"HaLaN_01242"
"GFH06589"	"HaLaN_01243"
"GFH06590"	"HaLaN_01244"
"HaLaN_01246"	"HaLaN_01245"
"GFH06591"	"HaLaN_01246"
"GFH06592"	"HaLaN_01247"
"GFH06593"	"HaLaN_01248"
"GFH06594"	"HaLaN_01249"
"GFH06595"	"HaLaN_01250"
"GFH06596"	"HaLaN_01251"
"HaLaN_01253"	"HaLaN_01252"
"GFH06597"	"HaLaN_01253"
"HaLaN_01255"	"HaLaN_01254"
"GFH06598"	"HaLaN_01255"
"GFH06599"	"HaLaN_01256"
"GFH06600"	"HaLaN_01257"
"GFH06601"	"HaLaN_01258"
"HaLaN_01260"	"HaLaN_01259"
"GFH06602"	"HaLaN_01260"
"HaLaN_01262"	"HaLaN_01261"
"GFH06603"	"HaLaN_01262"
"GFH06604"	"HaLaN_01263"
"GFH06605"	"HaLaN_01264"
"HaLaN_01266"	"HaLaN_01265"
"GFH06606"	"HaLaN_01266"
"GFH06607"	"HaLaN_01267"
"GFH06608"	"HaLaN_01268"
"GFH06609"	"HaLaN_01269"
"GFH06610"	"HaLaN_01270"
"GFH06611"	"HaLaN_01271"
"GFH06612"	"HaLaN_01272"
"GFH06613"	"HaLaN_01273"
"GFH06614"	"HaLaN_01274"
"GFH06615"	"HaLaN_01275"
"GFH06616"	"HaLaN_01276"
"GFH06617"	"HaLaN_01277"
"GFH06618"	"HaLaN_01278"
"GFH06619"	"HaLaN_01279"
"GFH06620"	"HaLaN_01280"
"GFH06621"	"HaLaN_01281"
"HaLaN_01283"	"HaLaN_01282"
"GFH06622"	"HaLaN_01283"
"GFH06623"	"HaLaN_01284"
"HaLaN_01286"	"HaLaN_01285"
"GFH06624"	"HaLaN_01286"
"GFH06625"	"HaLaN_01287"
"HaLaN_01289"	"HaLaN_01288"
"GFH06626"	"HaLaN_01289"
"GFH06627"	"HaLaN_01290"
"GFH06628"	"HaLaN_01291"
"GFH06629"	"HaLaN_01292"
"HaLaN_01294"	"HaLaN_01293"
"GFH06630"	"HaLaN_01294"
"GFH06631"	"HaLaN_01295"
"GFH06632"	"HaLaN_01296"
"HaLaN_01298"	"HaLaN_01297"
"GFH06633"	"HaLaN_01298"
"GFH06634"	"HaLaN_01299"
"GFH06635"	"HaLaN_01300"
"GFH06636"	"HaLaN_01301"
"GFH06637"	"HaLaN_01302"
"GFH06638"	"HaLaN_01303"
"GFH06639"	"HaLaN_01304"
"GFH06640"	"HaLaN_01305"
"GFH06641"	"HaLaN_01306"
"GFH06642"	"HaLaN_01307"
"GFH06643"	"HaLaN_01308"
"GFH06644"	"HaLaN_01309"
"GFH06645"	"HaLaN_01310"
"HaLaN_01312"	"HaLaN_01311"
"GFH06646"	"HaLaN_01312"
"GFH06647"	"HaLaN_01313"
"GFH06648"	"HaLaN_01314"
"GFH06649"	"HaLaN_01315"
"GFH06650"	"HaLaN_01316"
"GFH06651"	"HaLaN_01317"
"GFH06652"	"HaLaN_01318"
"GFH06653"	"HaLaN_01319"
"GFH06654"	"HaLaN_01320"
"GFH06655"	"HaLaN_01321"
"GFH06656"	"HaLaN_01322"
"HaLaN_01324"	"HaLaN_01323"
"HaLaN_01325"	"HaLaN_01324"
"GFH06657"	"HaLaN_01325"
"GFH06658"	"HaLaN_01326"
"HaLaN_01328"	"HaLaN_01327"
"GFH06659"	"HaLaN_01328"
"GFH06660"	"HaLaN_01329"
"GFH06661"	"HaLaN_01330"
"GFH06662"	"HaLaN_01331"
"GFH06663"	"HaLaN_01332"
"GFH06664"	"HaLaN_01333"
"GFH06665"	"HaLaN_01334"
"GFH06666"	"HaLaN_01335"
"GFH06667"	"HaLaN_01336"
"GFH06668"	"HaLaN_01337"
"GFH06669"	"HaLaN_01338"
"GFH06670"	"HaLaN_01339"
"GFH06671"	"HaLaN_01340"
"GFH06672"	"HaLaN_01341"
"GFH06673"	"HaLaN_01342"
"GFH06674"	"HaLaN_01343"
"GFH06675"	"HaLaN_01344"
"GFH06676"	"HaLaN_01345"
"GFH06677"	"HaLaN_01346"
"GFH06678"	"HaLaN_01347"
"GFH06679"	"HaLaN_01348"
"GFH06680"	"HaLaN_01349"
"GFH06681"	"HaLaN_01350"
"GFH06682"	"HaLaN_01351"
"GFH06683"	"HaLaN_01352"
"GFH06684"	"HaLaN_01353"
"HaLaN_01355"	"HaLaN_01354"
"GFH06685"	"HaLaN_01355"
"GFH06686"	"HaLaN_01356"
"GFH06687"	"HaLaN_01357"
"GFH06688"	"HaLaN_01358"
"GFH06689"	"HaLaN_01359"
"GFH06690"	"HaLaN_01360"
"GFH06691"	"HaLaN_01361"
"GFH06692"	"HaLaN_01362"
"GFH06693"	"HaLaN_01363"
"GFH06694"	"HaLaN_01364"
"GFH06695"	"HaLaN_01365"
"GFH06696"	"HaLaN_01366"
"GFH06697"	"HaLaN_01367"
"GFH06698"	"HaLaN_01368"
"GFH06699"	"HaLaN_01369"
"GFH06700"	"HaLaN_01370"
"GFH06701"	"HaLaN_01371"
"GFH06702"	"HaLaN_01372"
"HaLaN_01374"	"HaLaN_01373"
"HaLaN_01375"	"HaLaN_01374"
"GFH06703"	"HaLaN_01375"
"GFH06704"	"HaLaN_01376"
"GFH06705"	"HaLaN_01377"
"GFH06706"	"HaLaN_01378"
"GFH06707"	"HaLaN_01379"
"GFH06708"	"HaLaN_01380"
"GFH06709"	"HaLaN_01381"
"GFH06710"	"HaLaN_01382"
"GFH06711"	"HaLaN_01383"
"HaLaN_01385"	"HaLaN_01384"
"GFH06712"	"HaLaN_01385"
"GFH06713"	"HaLaN_01386"
"HaLaN_01388"	"HaLaN_01387"
"GFH06714"	"HaLaN_01388"
"GFH06715"	"HaLaN_01389"
"GFH06716"	"HaLaN_01390"
"GFH06717"	"HaLaN_01391"
"GFH06718"	"HaLaN_01392"
"GFH06719"	"HaLaN_01393"
"GFH06720"	"HaLaN_01394"
"HaLaN_01396"	"HaLaN_01395"
"GFH06721"	"HaLaN_01396"
"GFH06722"	"HaLaN_01397"
"HaLaN_01399"	"HaLaN_01398"
"GFH06723"	"HaLaN_01399"
"GFH06724"	"HaLaN_01400"
"GFH06725"	"HaLaN_01401"
"HaLaN_01403"	"HaLaN_01402"
"HaLaN_01404"	"HaLaN_01403"
"GFH06726"	"HaLaN_01404"
"GFH06727"	"HaLaN_01405"
"HaLaN_01407"	"HaLaN_01406"
"GFH06728"	"HaLaN_01407"
"GFH06729"	"HaLaN_01408"
"GFH06730"	"HaLaN_01409"
"GFH06731"	"HaLaN_01410"
"GFH06732"	"HaLaN_01411"
"GFH06733"	"HaLaN_01412"
